ID,Título,Dirección,Código Postal,Localidad,Descripción,Accesibilidad,Servicios,Teléfonos,Emails,URLs,Horarios,Transportes
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3514-iglesia-san-felipe-neri.json,Iglesia de San Felipe Neri,CAMINO VALDERRIBAS 39,28038,MADRID,"  Metro: Nueva Numancia (línea 1), Pacífico (líneas 1 y 6).  Bus: 141, 113, 8.  Bicimad: Estaciones 225 (calle Sierra Toledana, 33), 226 (camino de Valderribas, 94), 431 (puerto de Canfranc, 18), 179 (avenida de la Albufera, 6).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/18313-iglesia-espiritu-santo.json,Iglesia del Espíritu Santo,CALLE SERRANO 125,28006,MADRID,"  Metro: República Argentina (Línea 6).  Bus: 16, 19, 51.  Bicimad: Estación 250 (calle Serrano, 113B).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3729-iglesia-santo-nino-remedio.json,Iglesia del Santo Niño del Remedio,CALLE DONADOS 6,28013,MADRID,"  Metro: Ópera (líneas 2, 5 y Ramal).  Bus: 75, 147, 148, 146, 44, SE712.   Bicimad: Estaciones 25 a y b (plaza de Celenque, 1), 31 (calle Mayor, 20), 24 (calle Carlos III, 1), 23 (plaza de Santo Domingo, 1), 22 (calle Jacometrezo, 3), 2 (calle Miguel Moya, 1), 9 (plaza de San Miguel, 9).    Aparcamiento: Descalzas (20) plaza Descalzas y plaza San Martín.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3736-iglesia-esclavas-sagrado-corazon-jesus.json,Iglesia Esclavas del Sagrado Corazón de Jesús,PASEO GENERAL MARTINEZ CAMPOS 10,28010,MADRID,"  Metro: Iglesía (línea 1).  Bus: 16, 5, 61, 3, 37.  Bicimad: Estaciones 246 (calle Santa Engracia, 87), 125 (calle Fernández de la Hoz, 29).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/18321-iglesia-madres-dominicas-monasterio-santo-domingo-real-.json,Iglesia Madres Dominicas (Monasterio Santo Domingo el Real),CALLE CLAUDIO COELLO 112,28006,MADRID,"  Metro: Núñez de Balboa (líneas 5 y 9).  Bus: 61, 16, 19, 51, 9.  Bicimad: Estación 190 (calle Velázquez, 91).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/190377-iglesia-nuestra-senora-paz.json,Iglesia Nuestra Señora de la Paz,CALLE DOCTOR ESQUERDO 44,28007,MADRID,"  Metro: O'Donnell (Línea 6).  Bus: 143, 156, 2, 30, 56, 203, 28, E2, E3, E4, E5, 71.  Bicimad: Estaciones 101 (calle Jorge Juan, 131), 62 (calle O'Donell, 50), 63 (calle Ibiza, 62), 182 (calle Alcade Sáinz de Baranda, frente al número 107), 72 (calle Doctor Esquerdo, 99).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3577-iglesia-nuestra-senora-lourdes-san-justino-iglesia-renovacion-carismatica.json,Iglesia Nuestra Señora de Lourdes y San Justino. Iglesia de la Renovación Carismática,CALLE SAN JUAN DE MATA 30,28011,MADRID,"  Metro: Casa de Campo (líneas 5 y 10).  Bus: 55, 65, 36, 39.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/60211-iglesia-nuestra-senora-montserrat.json,Iglesia Nuestra Señora de Montserrat,CALLE SAN BERNARDO 79,28015,MADRID,"  Metro: San Bernardo, (líneas 2 y 4), Bilbao (líneas 1 y 4), Tribunal (líneas 1 y 10), Noviciado (línea 2).  Bus: 147, 3, 21, C03.  Bicimad: Estación 12 (calle San Bernardo, 85), 15 (calle norte, 8), 59 (calle Espíritu Santo, 30), 11 (calle San Andrés, 18), 5 (calle Fuencarral, 108), 4 (calle Manuela Malasaña, 5), 54 (calle Barceló, 7), 13 (calle Conde Duque, 22), 3 (plaza del Conde del Valle de Súchil, 3).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3365-iglesia-san-antonio-alemanes.json,Iglesia San Antonio de los Alemanes,CALLE CORREDERA BAJA DE SAN PABLO 16,28004,MADRID," Descripción monumental:  Proyectada por Pedro Sánchez, año 1624 y Francisco Seseña, año 1624 - 1633. Fachada, por Juan Gómez de Mora, año 1624 - 1630. Fundación de Felipe III, 1606. Magnífico ejemplo del Barroco madrileño con interesantes elementos arquitectónicos y frescos en paredes y cúpula que forman una unidad de espacio irreal. La gran cúpula oval, decorada con arquitecturas fingidas y escenas de la Apoteosis de San Francisco de Paula, de Francisco Ricci y Carreño de Miranda,refuerza esta impresión.  Lucas Jordán, sin pauta de continuidad, decora los muros curvos con escenas de la vida del San Antonio.  El retablo mayor, de mediados del siglo XVIII, es obra del arquitecto Miguel Fernández con el escultor Francisco Gutiérrez. Obra compleja, fue replanteada por Juan Gómez de Mora quien redibujó la fachada. Muestra un edificio anexo en ladrillo y planta triangular para la Hermandad del Refugio y Piedad de Madrid, fundada en 1615 con su tradicional 'ronda del pan y huevo'.  Dicho edificio data de la década de 1880, quizá por Ruiz de Salces quien proyectó la reforma de la fachada buscando la armonía total. Metro: Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5), Noviciado (línea 2), Santo Domingo (línea 2), Chueca (línea 5), Tribunal (líneas 1 y 10).  Bus: 002.  Bicimad: Estación 17 (plaza de Carlos Cambronero, 2), 55 (plaza de San Ildefonso), 59 (calle Espíritu Santo, 30), 211 (calle Desengaño, 1), 2 (calle Miguel Moya, 1), 210 (calle Tres Cruces, 7), 18 (plaza de Pedro Zerolo, 1), 16 (calle San Bernardo, 22), 22 (calle Jacometrezo, 3).  Aparcamiento: Barco 1 (88), calle Barco.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/60228-iglesia-san-jose-montana.json,Iglesia San José de la Montaña,CALLE FERNANDEZ DE LA HOZ 16,28010,MADRID,"  Metro: Rubén Darío (línea 5), Alonso Martínez (línea 4, 5 y 10), Bilbao (líneas 1 y 4), Iglesia (línea 1).  Bus: 3, 7, 147, 40.  Bicimad: Estación 122 (calle Santa Engracia, 14), 8 (plaza Alonso Martínez, 5), 124 (calle Manuel Silvela, 20).  Aparcamiento: Almagro (12) calle Almagro 11.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3346-iglesia-san-pedro-viejo.json,Iglesia San Pedro el Viejo,CALLE NUNCIO 14,28005,MADRID,"  Metro: La Latina (línea 5), Tirso de Molina (línea 1).  Bus: 31, 50, 65.  Bicimad: Estación 35 (plaza del Cordón), 9 (plaza de San Miguel, 9), 38 (carrera de San Francisco, 1), 166 (calle Segovia, 26), 39 (plaza de la Cebada, 16), 32 (plaza de la Provincia, 1), 31 (calle Mayor, 20), 34 (plaza de Jacinto Benavente), 37 (plaza de San Francisco, 5).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3732-monasterio-inmaculada-san-pascual-clarisas-.json,Monasterio de la Inmaculada y San Pascual (Clarisas),PASEO RECOLETOS 11,28004,MADRID,"  Metro: Banco de España (línea 2).  Bus: 14, 150, 27, 37, 45, 5, C03, 53, 001, 1, 146, 15, 2, 20, 203, 51, 52, 74, 9.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C8 y C10).  Bicimad: Estaciones 94 (paseo de Recoletos, 20), 19 (calle Prim, 2), 20a (calle Alcalá, 49), 86 (plaza Cibeles).  Aparcamientos: Garaje Piamonte (96) piamonte; plaza del Rey (54) plaza del Rey y calle Barquillo con calle Infantas.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3368-monasterio-santisima-trinidad-san-ildefonso-trinitarias-.json,Monasterio de la Santísima Trinidad y de San Ildefonso (Trinitarias),CALLE LOPE DE VEGA 18,28014,MADRID,"El monumento conmemorativo alberga los restos hallados en la cripta del convento. Con la colocación de los restos de Miguel de Cervantes en la nave de la actual iglesia del siglo XVIII  se cumple la voluntad testamentaria del autor de 'El Quijote'. Miguel de Cervantes, que fue enterrado en la primitiva iglesia el 23 de abril de 1616, expresó en su última voluntad descansar allí en agradecimiento a los Trinitarios que le liberaron de los cinco años y medio de cautiverio en Argel, en manos de los piratas berberiscos.  Descripción monumental: Construido por Marcos López entre 1673 y 1688 con gran austeridad constructiva y decorativa.  Metro: Antón Martín (Línea 1).  Bus: 26, 32, 6, 002, M1, SE712, 001, 10, 14, 27, 34, 37, 45, C03.  Bicimad: Estaciones 27 (calle Jesús, 1), 41 (calle Atocha, 54), 52 (plaza de Santa Ana, 10), 29 (calle del Marqués de Cubas, 25), 42 (calle Santa Isabel, 32).  Aparcamiento: Plaza de Santa Ana (77).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/18314-monasterio-nuestra-senora-maravillas-carmelitas-calzadas-antigua-observancia-.json,Monasterio de Nuestra Señora de las Maravillas (Carmelitas Calzadas de la antigua observancia),CALLE PRINCIPE DE VERGARA 23,28001,MADRID,"  Metro: Velázquez (línea 4), Goya (Líneas 2 y 4), Príncipe de Vergara (líneas 2 y 9).  Bus: 29, 52, 21, 53.  Bicimad: Estación 91 (calle Hermosilla, 70).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3364-monasterio-san-placido-benedictinas-.json,Monasterio de San Plácido (Benedictinas),CALLE SAN ROQUE 9,28004,MADRID,"  Metro: Noviciado (línea 2), Santo Domingo (línea 2), Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5).  Bus: 002.  Bicimad: Estación 17 (plaza de Carlos Cambronero, 2).  Aparcamiento: Luna-Tudescos (14) plaza Santa María Soledad Torres Acosta con vuelta calle Luna.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3363-monasterio-corpus-christi-jeronimas-carboneras-.json,Monasterio del Corpus Christi (Jerónimas 'Carboneras'),PLAZA CONDE DE MIRANDA 3,28005,MADRID,"  Metro: Ópera (líneas 2 y 5 y Ramal), La Latina (línea 5), Tirso de Molina (línea 1), Sol (líneas 1, 2 y 3).  Bus: SE712, 31, 50, 65.  Cercanías Renfe: Sol (líneas C3, C3a, C4, C4a).  Bicimad: Estaciones 35 (plaza del Cordón) y 9 (plaza de San Miguel, 9).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/8182988-nuestra-senora-merced-parroquia-personal-habla-inglesa.json,Nuestra Señora de la Merced - Parroquia personal de habla inglesa,CALLE MAURICIO LEGENDRE 10,28046,MADRID,"Para personas de habla inglesa.  Metro: Chamartín (líneas 1 y 10).  Bus: 66, SE704, 5, T62, 124, 134, 135, 147, 173, 174, 175, 176, 178, 67.  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C4, C7, C8 y C10).  Bicimad: Estación 252 (calle Rodríguez Jaén, 40).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3737-oratorio-hospitalidad-nuestra-senora-lourdes.json,Oratorio de la Hospitalidad de Nuestra Señora de Lourdes,CALLE FORTUNY 21,28010,MADRID,"  Metro: Rubén Darío (línea 5), Alonso Martínez (líneas 4, 5 y 10).   Bus: 7, 14, 150, 27, 45, 5.  Bicimad: Estación 198 (paseo de la Castellana, 33), 103 (calle José Ortega y Gasset, 4), 142 (paseo de la Castella, 42).  Aparcamiento: Almagro (12) calle Almagro, 11.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/60230-oratorio-san-felipe-neri.json,Oratorio San Felipe Neri,CALLE ANTONIO ARIAS 17,28009,MADRID,"  Metro: Sáinz de Baranda (líneas 6 y 9).  Bus: 15, 215, 2, 143, 156, 30, 56.  Bicimad: Estaciones 71 (calle Doce de Octubre, 28), 63 (calle Ibiza, 62), 72 (calle Doctor Esquerdo, 99).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3428-parroquia-ascension-senor.json,Parroquia Ascensión del Señor,CALLE VIA CARPETANA 105,28047,MADRID,"  Metro: Carpetana (línea 6).  Bus: 17, 25, 119.",3,N/A,,,,,
